ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,storage_medium,qc_flag,flag_reason,qc_log,ufn_sort
U1195,isotope,SIS1125,BISSO22,49,BISSO22-49,NA,collected,Frozen -20,N,NA,NA,1195
U1196,isotope,SIS1126,BISSO22,58,BISSO22-58,NA,collected,Frozen -20,N,NA,NA,1196
U1197,isotope,SIS1127,BISSO22,65,BISSO22-65,NA,collected,Frozen -20,N,NA,NA,1197
U1198,isotope,SIS1128,BISSO22,69,BISSO22-69,NA,collected,Frozen -20,N,NA,NA,1198
U1199,isotope,SIS1129,BISSO22,74,BISSO22-74,NA,collected,Frozen -20,N,NA,NA,1199
U1200,isotope,SIS1130,BISSO22,80,BISSO22-80,NA,collected,Frozen -20,N,NA,NA,1200
U1201,isotope,SIS1117,BISSO22,47,BISSO22-47,NA,collected,Frozen -20,N,NA,NA,1201
U1202,isotope,SIS1131,BISSO22,54,BISSO22-54,NA,collected,Frozen -20,N,NA,NA,1202
U1203,isotope,SIS1132,BISSO22,60,BISSO22-60,NA,collected,Frozen -20,N,NA,NA,1203
U1204,isotope,SIS1133,BISSO22,61,BISSO22-61,NA,collected,Frozen -20,N,NA,NA,1204
U1205,isotope,SIS1134,BISSO22,72,BISSO22-72,NA,collected,Frozen -20,N,NA,NA,1205
U1206,isotope,SIS1140,BISSO22,94,BISSO22-94,NA,collected,Frozen -20,N,NA,NA,1206
U1207,isotope,SIS1141,BISSO22,96,BISSO22-96,NA,collected,Frozen -20,N,NA,NA,1207
U1208,isotope,SIS1142,BISSO22,100,BISSO22-100,NA,collected,Frozen -20,N,NA,NA,1208
U1209,isotope,SIS1143,BISSO23,3,BISSO23-3,NA,collected,Frozen -20,N,NA,NA,1209
U1210,isotope,SIS1144,BISSO23,20,BISSO23-20,NA,collected,Frozen -20,N,NA,NA,1210
U1211,isotope,SIS1135,BISSO22,85,BISSO22-85,NA,collected,Frozen -20,N,NA,NA,1211
U1212,isotope,SIS1136,BISSO22,87,BISSO22-87,NA,collected,Frozen -20,N,NA,NA,1212
U1213,isotope,SIS1137,BISSO22,89,BISSO22-89,NA,collected,Frozen -20,N,NA,NA,1213
U1214,isotope,SIS1145,BISSO23,7,BISSO23-7,NA,collected,Frozen -20,N,NA,NA,1214
U1215,isotope,SIS1146,BISSO23,9,BISSO23-9,NA,collected,Frozen -20,N,NA,NA,1215
U1216,isotope,SIS1147,BISSO23,12,BISSO23-12,NA,collected,Frozen -20,N,NA,NA,1216
U1217,isotope,SIS1148,BISSO23,14,BISSO23-14,NA,collected,Frozen -20,N,NA,NA,1217
U1218,isotope,SIS1149,BISSO23,16,BISSO23-16,NA,collected,Frozen -20,N,NA,NA,1218
U1219,isotope,SIS1150,BISSO23,29,BISSO23-29,NA,collected,Frozen -20,N,NA,NA,1219
U1220,isotope,SIS1151,BISSO23,32,BISSO23-32,NA,collected,Frozen -20,N,NA,NA,1220
U1221,isotope,SIS1138,BISSO22,81,BISSO22-81,NA,collected,Frozen -20,N,NA,NA,1221
U1222,isotope,SIS1152,BISSO22,92,BISSO22-92,NA,collected,Frozen -20,N,NA,NA,1222
U1223,isotope,SIS1153,BISSO23,5,BISSO23-5,NA,collected,Frozen -20,N,NA,NA,1223
U1224,isotope,SIS1154,BISSO23,18,BISSO23-18,NA,collected,Frozen -20,N,NA,NA,1224
U1225,isotope,SIS1155,BISSO23,23,BISSO23-23,NA,collected,Frozen -20,N,NA,NA,1225
U1226,isotope,SIS1161,BISSO23,36,BISSO23-36,NA,collected,Frozen -20,N,NA,NA,1226
U1227,isotope,SIS1162,BISSO23,40,BISSO23-40,NA,collected,Frozen -20,N,NA,NA,1227
U1228,isotope,SIS1163,BISSO23,43,BISSO23-43,NA,collected,Frozen -20,N,NA,NA,1228
U1229,isotope,SIS1164,BISSO23,47,BISSO23-47,NA,collected,Frozen -20,N,NA,NA,1229
U1230,isotope,SIS1165,BISSO23,49,BISSO23-49,NA,collected,Frozen -20,N,NA,NA,1230
U1231,isotope,SIS1156,BISSO23,1,BISSO23-1,NA,collected,Frozen -20,N,NA,NA,1231
U1232,isotope,SIS1166,BISSO23,38,BISSO23-38,NA,collected,Frozen -20,N,NA,NA,1232
U1233,isotope,SIS1167,BISSO23,41,BISSO23-41,NA,collected,Frozen -20,N,NA,NA,1233
U1234,isotope,SIS1168,BISSO23,45,BISSO23-45,NA,collected,Frozen -20,N,NA,NA,1234
U1235,isotope,SIS1191,BISSO23,96,BISSO23-96,NA,collected,Frozen -20,N,NA,NA,1235
U1236,isotope,SIS1192,BISSO24,1,BISSO24-1,NA,collected,Frozen -20,N,NA,NA,1236
U1237,isotope,SIS1193,BISSO24,5,BISSO24-5,NA,collected,Frozen -20,N,NA,NA,1237
U1238,isotope,SIS1194,BISSO24,9,BISSO24-9,NA,collected,Frozen -20,N,NA,NA,1238
U1239,isotope,SIS1209,BISSO24,32,BISSO24-32,NA,collected,Frozen -20,N,NA,NA,1239
U1240,isotope,SIS1210,BISSO24,40,BISSO24-40,NA,collected,Frozen -20,N,NA,NA,1240
U1241,isotope,SIS1157,BISSO23,21,BISSO23-21,NA,collected,Frozen -20,N,NA,NA,1241
U1242,isotope,SIS1158,BISSO23,25,BISSO23-25,NA,collected,Frozen -20,N,NA,NA,1242
U1243,isotope,SIS1159,BISSO23,27,BISSO23-27,NA,collected,Frozen -20,N,NA,NA,1243
U1244,isotope,SIS1169,BISSO23,52,BISSO23-52,NA,collected,Frozen -20,N,NA,NA,1244
U1245,isotope,SIS1170,BISSO23,56,BISSO23-56,NA,collected,Frozen -20,N,NA,NA,1245
U1246,isotope,SIS1171,BISSO23,65,BISSO23-65,NA,collected,Frozen -20,N,NA,NA,1246
U1247,isotope,SIS1177,BISSO23,69,BISSO23-69,NA,collected,Frozen -20,N,NA,NA,1247
U1248,isotope,SIS1178,BISSO23,74,BISSO23-74,NA,collected,Frozen -20,N,NA,NA,1248
U1249,isotope,SIS1179,BISSO23,80,BISSO23-80,NA,collected,Frozen -20,N,NA,NA,1249
U1250,isotope,SIS1180,BISSO23,83,BISSO23-83,NA,collected,Frozen -20,N,NA,NA,1250
U1251,isotope,SIS1160,BISSO23,34,BISSO23-34,NA,collected,Frozen -20,N,NA,NA,1251
U1252,isotope,SIS1172,BISSO23,58,BISSO23-58,NA,collected,Frozen -20,N,NA,NA,1252
U1253,isotope,SIS1173,BISSO23,60,BISSO23-60,NA,collected,Frozen -20,N,NA,NA,1253
U1254,isotope,SIS1174,BISSO23,61,BISSO23-61,NA,collected,Frozen -20,N,NA,NA,1254
U1255,isotope,SIS1175,BISSO23,63,BISSO23-63,NA,collected,Frozen -20,N,NA,NA,1255
U1256,isotope,SIS1181,BISSO23,85,BISSO23-85,NA,collected,Frozen -20,N,NA,NA,1256
U1257,isotope,SIS1182,BISSO23,87,BISSO23-87,NA,collected,Frozen -20,N,NA,NA,1257
U1258,isotope,SIS1183,BISSO23,89,BISSO23-89,NA,collected,Frozen -20,N,NA,NA,1258
U1259,isotope,SIS1184,BISSO23,92,BISSO23-92,NA,collected,Frozen -20,N,NA,NA,1259
U1260,isotope,SIS1185,BISSO23,94,BISSO23-94,NA,collected,Frozen -20,N,NA,NA,1260
U1261,isotope,SIS1176,BISSO23,54,BISSO23-54,NA,collected,Frozen -20,N,NA,NA,1261
U1262,isotope,SIS1186,BISSO23,67,BISSO23-67,NA,collected,Frozen -20,N,NA,NA,1262
U1263,isotope,SIS1187,BISSO23,72,BISSO23-72,NA,collected,Frozen -20,N,NA,NA,1263
U1264,isotope,SIS1188,BISSO23,76,BISSO23-76,NA,collected,Frozen -20,N,NA,NA,1264
U1265,isotope,SIS1189,BISSO23,78,BISSO23-78,NA,collected,Frozen -20,N,NA,NA,1265
U1266,isotope,SIS1190,BISSO23,81,BISSO23-81,NA,collected,Frozen -20,N,NA,NA,1266
U1267,isotope,SIS1195,BISSO23,98,BISSO23-98,NA,collected,Frozen -20,N,NA,NA,1267
U1268,isotope,SIS1211,BISSO24,34,BISSO24-34,NA,collected,Frozen -20,N,NA,NA,1268
U1269,isotope,SIS1212,BISSO24,41,BISSO24-41,NA,collected,Frozen -20,N,NA,NA,1269
U1270,isotope,SIS1213,BISSO24,45,BISSO24-45,NA,collected,Frozen -20,N,NA,NA,1270
U1271,isotope,SIS1196,BISSO23,100,BISSO23-100,NA,collected,Frozen -20,N,NA,NA,1271
U1272,isotope,SIS1197,BISSO24,3,BISSO24-3,NA,collected,Frozen -20,N,NA,NA,1272
U1273,isotope,SIS1198,BISSO24,7,BISSO24-7,NA,collected,Frozen -20,N,NA,NA,1273
U1274,isotope,SIS1199,BISSO24,12,BISSO24-12,NA,collected,Frozen -20,N,NA,NA,1274
U1275,isotope,SIS1200,BISSO24,14,BISSO24-14,NA,collected,Frozen -20,N,NA,NA,1275
U1276,isotope,SIS1201,BISSO24,16,BISSO24-16,NA,collected,Frozen -20,N,NA,NA,1276
U1277,isotope,SIS1202,BISSO24,29,BISSO24-29,NA,collected,Frozen -20,N,NA,NA,1277
U1278,isotope,SIS1214,BISSO24,36,BISSO24-36,NA,collected,Frozen -20,N,NA,NA,1278
U1279,isotope,SIS1215,BISSO24,38,BISSO24-38,NA,collected,Frozen -20,N,NA,NA,1279
U1280,isotope,SIS1216,BISSO24,43,BISSO24-43,NA,collected,Frozen -20,N,NA,NA,1280
U1281,isotope,SIS1203,BISSO24,18,BISSO24-18,NA,collected,Frozen -20,N,NA,NA,1281
U1282,isotope,SIS1204,BISSO24,20,BISSO24-20,NA,collected,Frozen -20,N,NA,NA,1282
U1283,isotope,SIS1205,BISSO24,21,BISSO24-21,NA,collected,Frozen -20,N,NA,NA,1283
U1284,isotope,SIS1206,BISSO24,23,BISSO24-23,NA,collected,Frozen -20,N,NA,NA,1284
U1285,isotope,SIS1207,BISSO24,25,BISSO24-25,NA,collected,Frozen -20,N,NA,NA,1285
U1286,isotope,SIS1208,BISSO24,27,BISSO24-27,NA,collected,Frozen -20,N,NA,NA,1286
U1287,isotope,SIS1217,BISSO24,63,BISSO24-63,NA,collected,Frozen -20,N,NA,NA,1287
U1288,isotope,SIS1218,BISSO24,65,BISSO24-65,NA,collected,Frozen -20,N,NA,NA,1288
U1289,isotope,SIS1219,BISSO24,67,BISSO24-67,NA,collected,Frozen -20,N,NA,NA,1289
U1290,isotope,SIS1220,BISSO24,69,BISSO24-69,NA,collected,Frozen -20,N,NA,NA,1290
U1291,isotope,SIS1221,BISSO24,47,BISSO24-47,NA,collected,Frozen -20,N,NA,NA,1291
U1292,isotope,SIS1222,BISSO24,49,BISSO24-49,NA,collected,Frozen -20,N,NA,NA,1292
U1293,isotope,SIS1229,BISSO24,76,BISSO24-76,NA,collected,Frozen -20,N,NA,NA,1293
U1294,isotope,SIS1230,BISSO24,81,BISSO24-81,NA,collected,Frozen -20,N,NA,NA,1294
U1295,isotope,SIS1231,BISSO24,85,BISSO24-85,NA,collected,Frozen -20,N,NA,NA,1295
U1296,isotope,SIS1232,BISSO24,89,BISSO24-89,NA,collected,Frozen -20,N,NA,NA,1296
U1297,isotope,SIS1251,BISSO25,18,BISSO25-18,NA,collected,Dry,N,NA,NA,1297
U1298,isotope,SIS1252,BISSO25,21,BISSO25-21,NA,collected,Dry,N,NA,NA,1298
U1299,isotope,SIS1253,BISSO25,25,BISSO25-25,NA,collected,Dry,N,NA,NA,1299
U1300,isotope,SIS1264,BISSO25,41,BISSO25-41,NA,collected,Dry,N,NA,NA,1300
U1301,isotope,SIS1223,BISSO24,52,BISSO24-52,NA,collected,Frozen -20,N,NA,NA,1301
U1302,isotope,SIS1224,BISSO24,56,BISSO24-56,NA,collected,Frozen -20,N,NA,NA,1302
U1303,isotope,SIS1225,BISSO24,61,BISSO24-61,NA,collected,Frozen -20,N,NA,NA,1303
U1304,isotope,SIS1233,BISSO24,72,BISSO24-72,NA,collected,Frozen -20,N,NA,NA,1304
U1305,isotope,SIS1234,BISSO24,78,BISSO24-78,NA,collected,Frozen -20,N,NA,NA,1305
U1306,isotope,SIS1235,BISSO24,80,BISSO24-80,NA,collected,Frozen -20,N,NA,NA,1306
U1307,isotope,SIS1236,BISSO24,83,BISSO24-83,NA,collected,Frozen -20,N,NA,NA,1307
U1308,isotope,SIS1237,BISSO24,87,BISSO24-87,NA,collected,Frozen -20,N,NA,NA,1308
U1309,isotope,SIS1245,BISSO25,3,BISSO25-3,NA,collected,Dry,N,NA,NA,1309
U1310,isotope,SIS1248,BISSO25,9,BISSO25-9,NA,collected,Dry,N,NA,NA,1310
U1311,isotope,SIS1226,BISSO24,54,BISSO24-54,NA,collected,Frozen -20,N,NA,NA,1311
U1312,isotope,SIS1227,BISSO24,58,BISSO24-58,NA,collected,Frozen -20,N,NA,NA,1312
U1313,isotope,SIS1228,BISSO24,60,BISSO24-60,NA,collected,Frozen -20,N,NA,NA,1313
U1314,isotope,SIS1238,BISSO24,74,BISSO24-74,NA,collected,Frozen -20,N,NA,NA,1314
U1315,isotope,SIS1246,BISCU1,52,BISCU1-52,NA,collected,Frozen -20,N,NA,NA,1315
U1316,isotope,SIS1249,BISSO25,12,BISSO25-12,NA,collected,Dry,N,NA,NA,1316
U1317,isotope,SIS1254,BISSO25,16,BISSO25-16,NA,collected,Dry,N,NA,NA,1317
U1318,isotope,SIS1255,BISSO25,20,BISSO25-20,NA,collected,Dry,N,NA,NA,1318
U1319,isotope,SIS1256,BISSO25,23,BISSO25-23,NA,collected,Dry,N,NA,NA,1319
U1320,isotope,SIS1257,BISSO25,36,BISSO25-36,NA,collected,Dry,N,NA,NA,1320
U1321,isotope,SIS1239,BISSO24,92,BISSO24-92,NA,collected,Frozen -20,N,NA,NA,1321
U1322,isotope,SIS1240,BISSO24,94,BISSO24-94,NA,collected,Frozen -20,N,NA,NA,1322
U1323,isotope,SIS1241,BISSO24,96,BISSO24-96,NA,collected,Frozen -20,N,NA,NA,1323
U1324,isotope,SIS1242,BISSO24,98,BISSO24-98,NA,collected,Frozen -20,N,NA,NA,1324
U1325,isotope,SIS1243,BISSO24,100,BISSO24-100,NA,collected,Frozen -20,N,NA,NA,1325
U1326,isotope,SIS1244,BISSO25,1,BISSO25-1,NA,collected,Dry,N,NA,NA,1326
U1327,isotope,SIS1247,BISSO25,5,BISSO25-5,NA,collected,Dry,N,NA,NA,1327
U1328,isotope,SIS1250,BISSO25,7,BISSO25-7,NA,collected,Dry,N,NA,NA,1328
U1329,isotope,SIS1258,BISSO25,29,BISSO25-29,NA,collected,Dry,N,NA,NA,1329
U1330,isotope,SIS1259,BISSO25,32,BISSO25-32,NA,collected,Dry,N,NA,NA,1330
U1331,isotope,SIS1260,BISSO25,14,BISSO25-14,NA,collected,Dry,N,NA,NA,1331
U1332,isotope,SIS1261,BISSO25,27,BISSO25-27,NA,collected,Dry,N,NA,NA,1332
U1333,isotope,SIS1262,BISSO25,38,BISSO25-38,NA,collected,Dry,Y,duplicate sample location,NA,1333
U1334,isotope,SIS1265,BISSO25,40,BISSO25-40,NA,collected,Dry,N,NA,NA,1334
U1335,isotope,SIS1266,BISSO25,47,BISSO25-47,NA,collected,Dry,N,NA,NA,1335
U1336,isotope,SIS1267,BISSO25,49,BISSO25-49,NA,collected,Dry,N,NA,NA,1336
U1337,isotope,SIS1268,BISSO25,60,BISSO25-60,NA,collected,Dry,N,NA,NA,1337
U1338,isotope,SIS1269,BISSO25,65,BISSO25-65,NA,collected,Dry,N,NA,NA,1338
U1339,isotope,SIS1270,BISSO25,67,BISSO25-67,NA,collected,Dry,Y,duplicate sample location,NA,1339
U1340,isotope,SIS1271,BISSO25,69,BISSO25-69,NA,collected,Dry,N,NA,NA,1340
U1341,isotope,SIS1272,BISSO25,45,BISSO25-45,NA,collected,Dry,N,NA,NA,1341
U1342,isotope,SIS1273,BISSO25,52,BISSO25-52,NA,collected,Dry,N,NA,NA,1342
U1343,isotope,SIS1284,BISSO25,87,BISSO25-87,NA,collected,Dry,N,NA,NA,1343
U1344,isotope,SIS1285,BISSO25,92,BISSO25-92,NA,collected,Dry,N,NA,NA,1344
U1345,isotope,SIS1286,BISSO25,98,BISSO25-98,NA,collected,Dry,N,NA,NA,1345
U1346,isotope,SIS1287,BISSO26,3,BISSO26-3,NA,collected,Frozen -20,N,NA,NA,1346
U1347,isotope,SIS1288,BISSO26,7,BISSO26-7,NA,collected,Frozen -20,N,NA,NA,1347
U1348,isotope,SIS1302,BISSO26,16,BISSO26-16,NA,collected,Frozen -20,N,NA,NA,1348
U1349,isotope,SIS1303,BISSO26,32,BISSO26-32,NA,collected,Frozen -20,N,NA,NA,1349
U1350,isotope,SIS1304,BISSO26,36,BISSO26-36,NA,collected,Frozen -20,N,NA,NA,1350
U1351,isotope,SIS1263,BISSO25,34,BISSO25-34,NA,collected,Dry,N,NA,NA,1351
U1352,isotope,SIS1274,BISSO25,54,BISSO25-54,NA,collected,Dry,N,NA,NA,1352
U1353,isotope,SIS1275,BISSO25,56,BISSO25-56,NA,collected,Dry,N,NA,NA,1353
U1354,isotope,SIS1276,BISSO25,58,BISSO25-58,NA,collected,Dry,N,NA,NA,1354
U1355,isotope,SIS1277,BISSO25,74,BISSO25-74,NA,collected,Dry,N,NA,NA,1355
U1356,isotope,SIS1278,BISSO25,76,BISSO25-76,NA,collected,Dry,N,NA,NA,1356
U1357,isotope,SIS1279,BISSO25,78,BISSO25-78,NA,collected,Dry,N,NA,NA,1357
U1358,isotope,SIS1289,BISSO26,9,BISSO26-9,NA,collected,Frozen -20,N,NA,NA,1358
U1359,isotope,SIS1290,BISSO26,12,BISSO26-12,NA,collected,Frozen -20,N,NA,NA,1359
U1360,isotope,SIS1291,BISSO26,14,BISSO26-14,NA,collected,Frozen -20,N,NA,NA,1360
U1361,isotope,SIS1280,BISSO25,43,BISSO25-43,NA,collected,Dry,N,NA,NA,1361
U1362,isotope,SIS1281,BISSO25,61,BISSO25-61,NA,collected,Dry,N,NA,NA,1362
U1363,isotope,SIS1282,BISSO25,63,BISSO25-63,NA,collected,Dry,N,NA,NA,1363
U1364,isotope,SIS1283,BISSO25,72,BISSO25-72,NA,collected,Dry,N,NA,NA,1364
U1365,isotope,SIS1292,BISSO25,81,BISSO25-81,NA,collected,Dry,N,NA,NA,1365
U1366,isotope,SIS1293,BISSO25,83,BISSO25-83,NA,collected,Dry,N,NA,NA,1366
U1367,isotope,SIS1294,BISSO25,94,BISSO25-94,NA,collected,Dry,N,NA,NA,1367
U1368,isotope,SIS1295,BISSO25,100,BISSO25-100,NA,collected,Dry,N,NA,NA,1368
U1369,isotope,SIS1296,BISSO26,1,BISSO26-1,NA,collected,Frozen -20,N,NA,NA,1369
U1370,isotope,SIS1297,BISSO26,5,BISSO26-5,NA,collected,Frozen -20,N,NA,NA,1370
U1371,isotope,SIS1370,BISSO27,38,BISSO27-38,NA,collected,Dry,N,NA,NA,1371
U1372,isotope,SIS1371,BISSO27,43,BISSO27-43,NA,collected,Dry,N,NA,NA,1372
U1373,isotope,SIS1372,BISSO27,47,BISSO27-47,NA,collected,Dry,N,NA,NA,1373
U1374,isotope,SIS1373,BISSO27,58,BISSO27-58,NA,collected,Dry,N,NA,NA,1374
U1375,isotope,SIS1387,BISPI1,45,BISPI1-45,NA,collected,Frozen -20,N,NA,NA,1375
U1376,isotope,SIS1388,BISPI1,54,BISPI1-54,NA,collected,Frozen -20,N,NA,NA,1376
U1381,isotope,SIS1351,BISSO27,27,BISSO27-27,NA,collected,Dry,N,NA,NA,1381
U1382,isotope,SIS1352,BISSO27,36,BISSO27-36,NA,collected,Dry,N,NA,NA,1382
U1383,isotope,SIS1374,BISSO27,56,BISSO27-56,NA,collected,Dry,N,NA,NA,1383
U1384,isotope,SIS1375,BISSO27,60,BISSO27-60,NA,collected,Dry,N,NA,NA,1384
U1385,isotope,SIS1380,BISPI1,1,BISPI1-1,NA,collected,Frozen -20,N,NA,NA,1385
U1386,isotope,SIS1381,BISPI1,5,BISPI1-5,NA,collected,Frozen -20,N,NA,NA,1386
U1387,isotope,SIS1389,BISPI1,21,BISPI1-21,NA,collected,Frozen -20,N,NA,NA,1387
U1388,isotope,SIS1390,BISPI1,25,BISPI1-25,NA,collected,Frozen -20,N,NA,NA,1388
U1389,isotope,SIS1391,BISPI1,29,BISPI1-29,NA,collected,Frozen -20,N,NA,NA,1389
U1390,isotope,SIS1392,BISPI1,36,BISPI1-36,NA,collected,Frozen -20,N,NA,NA,1390
U1391,isotope,SIS1376,BISSO27,63,BISSO27-63,NA,collected,Dry,N,NA,NA,1391
U1392,isotope,SIS1382,BISPI1,12,BISPI1-12,NA,collected,Frozen -20,N,NA,NA,1392
U1393,isotope,SIS1383,BISPI1,14,BISPI1-14,NA,collected,Frozen -20,N,NA,NA,1393
U1394,isotope,SIS1384,BISPI1,16,BISPI1-16,NA,collected,Frozen -20,N,NA,NA,1394
U1395,isotope,SIS1385,BISPI1,18,BISPI1-18,NA,collected,Frozen -20,N,NA,NA,1395
U1396,isotope,SIS1393,BISPI1,38,BISPI1-38,NA,collected,Frozen -20,N,NA,NA,1396
U1397,isotope,SIS1394,BISPI1,40,BISPI1-40,NA,collected,Frozen -20,N,NA,NA,1397
U1398,isotope,SIS1395,BISPI1,41,BISPI1-41,NA,collected,Frozen -20,N,NA,NA,1398
U1401,isotope,SIS1386,BISPI1,20,BISPI1-20,NA,collected,Frozen -20,N,NA,NA,1401
U1402,isotope,SIS1396,BISPI1,23,BISPI1-23,NA,collected,Frozen -20,N,NA,NA,1402
U1403,isotope,SIS1397,BISPI1,27,BISPI1-27,NA,collected,Frozen -20,N,NA,NA,1403
U1404,isotope,SIS1398,BISPI1,32,BISPI1-32,NA,collected,Frozen -20,N,NA,NA,1404
U1405,isotope,SIS1399,BISPI1,34,BISPI1-34,NA,collected,Frozen -20,N,NA,NA,1405
U1406,isotope,SIS1400,BISPI1,43,BISPI1-43,NA,collected,Frozen -20,N,NA,NA,1406
U1407,isotope,SIS1401,BISPI1,49,BISPI1-49,NA,collected,Frozen -20,N,NA,NA,1407
U1408,isotope,SIS1402,BISPI1,56,BISPI1-56,NA,collected,Frozen -20,N,NA,NA,1408
U1411,isotope,SIS1403,BISPI1,47,BISPI1-47,NA,collected,Frozen -20,N,NA,NA,1411
U1412,isotope,SIS1404,BISPI1,52,BISPI1-52,NA,collected,Frozen -20,N,NA,NA,1412
U1422,isotope,SIS1410,BISSO30,3,BISSO30-3,NA,collected,Dry,N,NA,NA,1422
U1423,isotope,SIS1411,BISSO30,7,BISSO30-7,NA,collected,Dry,N,NA,NA,1423
U1424,isotope,SIS1412,BISSO30,14,BISSO30-14,NA,collected,Dry,N,NA,NA,1424
U1425,isotope,SIS1514,BISSO32,43,BISSO32-43,NA,collected,Frozen -20,N,NA,NA,1425
U1426,isotope,SIS1515,BISSO32,49,BISSO32-49,NA,collected,Frozen -20,N,NA,NA,1426
U1427,isotope,SIS1516,BISSO32,52,BISSO32-52,NA,collected,Frozen -20,N,NA,NA,1427
U1428,isotope,SIS1610,BISSO34,3,BISSO34-3,NA,collected,Dry,N,NA,NA,1428
U1429,isotope,SIS1611,BISSO34,9,BISSO34-9,NA,collected,Dry,N,NA,NA,1429
U1430,isotope,SIS1612,BISSO34,18,BISSO34-18,NA,collected,Dry,N,NA,NA,1430
U1431,isotope,SIS1413,BISSO30,1,BISSO30-1,NA,collected,Dry,N,NA,NA,1431
U1432,isotope,SIS1414,BISSO30,5,BISSO30-5,NA,collected,Dry,N,NA,NA,1432
U1433,isotope,SIS1415,BISSO30,9,BISSO30-9,NA,collected,Dry,N,NA,NA,1433
U1434,isotope,SIS1416,BISSO30,12,BISSO30-12,NA,collected,Dry,N,NA,NA,1434
U1435,isotope,SIS1417,BISSO30,16,BISSO30-16,NA,collected,Dry,N,NA,NA,1435
U1436,isotope,SIS1418,BISSO30,20,BISSO30-20,NA,collected,Dry,N,NA,NA,1436
U1437,isotope,SIS1419,BISSO30,21,BISSO30-21,NA,collected,Dry,N,NA,NA,1437
U1438,isotope,SIS1420,BISSO30,25,BISSO30-25,NA,collected,Dry,N,NA,NA,1438
U1439,isotope,SIS1424,BISSO30,52,BISSO30-52,NA,collected,Dry,N,NA,NA,1439
U1440,isotope,SIS1425,BISSO30,56,BISSO30-56,NA,collected,Dry,N,NA,NA,1440
U1441,isotope,SIS1421,BISSO30,18,BISSO30-18,NA,collected,Dry,N,NA,NA,1441
U1442,isotope,SIS1422,BISSO30,23,BISSO30-23,NA,collected,Dry,N,NA,NA,1442
U1443,isotope,SIS1423,BISSO30,27,BISSO30-27,NA,collected,Dry,N,NA,NA,1443
U1444,isotope,SIS1426,BISSO30,29,BISSO30-29,NA,collected,Dry,N,NA,NA,1444
U1445,isotope,SIS1427,BISSO30,34,BISSO30-34,NA,collected,Dry,N,NA,NA,1445
U1446,isotope,SIS1428,BISSO30,38,BISSO30-38,NA,collected,Dry,N,NA,NA,1446
U1447,isotope,SIS1429,BISSO30,41,BISSO30-41,NA,collected,Dry,N,NA,NA,1447
U1448,isotope,SIS1430,BISSO30,47,BISSO30-47,NA,collected,Dry,N,NA,NA,1448
U1449,isotope,SIS1431,BISSO30,49,BISSO30-49,NA,collected,Dry,N,NA,NA,1449
U1450,isotope,SIS1432,BISSO30,54,BISSO30-54,NA,collected,Dry,N,NA,NA,1450
U1451,isotope,SIS1433,BISSO30,32,BISSO30-32,NA,collected,Dry,N,NA,NA,1451
U1452,isotope,SIS1434,BISSO30,36,BISSO30-36,NA,collected,Dry,N,NA,NA,1452
U1453,isotope,SIS1435,BISSO30,40,BISSO30-40,NA,collected,Dry,N,NA,NA,1453
U1454,isotope,SIS1436,BISSO30,43,BISSO30-43,NA,collected,Dry,N,NA,NA,1454
U1455,isotope,SIS1437,BISSO30,45,BISSO30-45,NA,collected,Dry,N,NA,NA,1455
U1461,isotope,SIS1438,BISSO30,58,BISSO30-58,NA,collected,Dry,N,NA,NA,1461
U1462,isotope,SIS1439,BISSO30,63,BISSO30-63,NA,collected,Dry,N,NA,NA,1462
U1463,isotope,SIS1440,BISSO30,69,BISSO30-69,NA,collected,Dry,N,NA,NA,1463
U1464,isotope,SIS1441,BISSO30,74,BISSO30-74,NA,collected,Dry,N,NA,NA,1464
U1465,isotope,SIS1471,BISSO31,23,BISSO31-23,NA,collected,Frozen -20,N,NA,NA,1465
U1466,isotope,SIS1472,BISSO31,25,BISSO31-25,NA,collected,Frozen -20,N,NA,NA,1466
U1467,isotope,SIS1473,BISSO31,29,BISSO31-29,NA,collected,Frozen -20,N,NA,NA,1467
U1468,isotope,SIS1474,BISSO31,36,BISSO31-36,NA,collected,Frozen -20,N,NA,NA,1468
U1469,isotope,SIS1475,BISSO31,40,BISSO31-40,NA,collected,Frozen -20,N,NA,NA,1469
U1470,isotope,SIS1476,BISSO31,45,BISSO31-45,NA,collected,Frozen -20,N,NA,NA,1470
U1471,isotope,SIS1442,BISSO30,60,BISSO30-60,NA,collected,Dry,N,NA,NA,1471
U1472,isotope,SIS1443,BISSO30,61,BISSO30-61,NA,collected,Dry,N,NA,NA,1472
U1473,isotope,SIS1444,BISSO30,65,BISSO30-65,NA,collected,Dry,N,NA,NA,1473
U1474,isotope,SIS1445,BISSO30,67,BISSO30-67,NA,collected,Dry,N,NA,NA,1474
U1475,isotope,SIS1446,BISSO30,72,BISSO30-72,NA,collected,Dry,N,NA,NA,1475
U1476,isotope,SIS1447,BISSO30,76,BISSO30-76,NA,collected,Dry,N,NA,NA,1476
U1477,isotope,SIS1448,BISSO30,78,BISSO30-78,NA,collected,Dry,N,NA,NA,1477
U1478,isotope,SIS1449,BISSO30,80,BISSO30-80,NA,collected,Dry,N,NA,NA,1478
U1479,isotope,SIS1450,BISSO30,81,BISSO30-81,NA,collected,Dry,N,NA,NA,1479
